ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,account_no,email,First Name,Last Name
3955,1965,Graduation,Divorced,55482,0,0,22-06-2014,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,3,11,0,1.23E+12,mlarue@veltech.edu.in,Marnie,Larue
6634,1979,Master,Divorced,55483,1,0,7/8/2013,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,3,11,0,1.23E+12,rheldt@veltech.edu.in,Rufus,Heldt
3056,1978,Graduation,Divorced,55484,0,1,14-10-2013,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,1.23E+12,lharbin@veltech.edu.in,Le,Harbin
5718,1950,Graduation,Married,55485,0,0,15-08-2013,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,3,11,1,1.23E+12,sclow@veltech.edu.in,Stan,Clow
6872,1974,PhD,Married,55486,0,1,21-08-2013,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,3,11,0,1.23E+12,ahauff@veltech.edu.in,Aundrea,Hauff
8164,1978,PhD,Married,55487,0,0,25-11-2013,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,3,11,0,1.23E+12,ehernandes@veltech.edu.in,Enola,Hernandes
4580,1969,Graduation,Married,61750,0,0,25-10-2013,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,1,1.23E+12,agrabert@veltech.edu.in,Adriene,Grabert
9305,1976,2n Cycle,Single,61751,0,0,12/5/2013,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,3,11,0,1.23E+12,hdaugherty@veltech.edu.in,Hillary,Daugherty
453,1956,PhD,Widow,61752,1,1,29-06-2014,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,3,11,0,1.23E+12,dsae@veltech.edu.in,Desire,Sae
8545,1954,Graduation,Divorced,61753,0,0,21-03-2014,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,3,11,1,1.23E+12,sneisler@veltech.edu.in,Susie,Neisler
9850,1972,2n Cycle,Married,61754,1,0,29-11-2012,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,3,11,0,1.23E+12,ngarrow@veltech.edu.in,Nancy,Garrow
7378,1981,Master,Together,61755,1,0,31-08-2012,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,3,11,0,1.23E+12,mswing@veltech.edu.in,Margit,Swing
7646,1989,Graduation,Single,61756,1,0,18-02-2014,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,3,11,0,1.23E+12,ccogdill@veltech.edu.in,Carmine,Cogdill
1640,1954,Graduation,Divorced,61757,1,1,22-06-2014,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,3,11,0,1.23E+12,samburn@veltech.edu.in,Shaunda,Amburn
5184,1995,Graduation,Single,61758,0,0,26-03-2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1.23E+12,mpolice@veltech.edu.in,Melva,Police
8492,1978,Graduation,Together,61759,0,0,9/11/2013,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,3,11,0,1.23E+12,bpitre@veltech.edu.in,Billie,Pitre
11188,1957,Graduation,Together,61760,1,1,25-02-2014,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,1.23E+12,sguilliams@veltech.edu.in,Shiloh,Guilliams
1212,1973,Graduation,Married,61761,1,0,13-08-2013,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,3,11,0,1.23E+12,sprideaux@veltech.edu.in,Selena,Prideaux
9097,1956,Graduation,Divorced,61762,0,1,3/11/2013,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,3,11,0,1.23E+12,rstarnes@veltech.edu.in,Rutha,Starnes
10473,1956,PhD,Widow,61763,0,1,10/9/2012,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,3,11,1,1.23E+12,sfredenburg@veltech.edu.in,Stephenie,Fredenburg
7962,1987,PhD,Single,61764,0,0,9/10/2013,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,3,11,1,1.23E+12,elockett@veltech.edu.in,Erline,Lockett
9984,1981,2n Cycle,Married,61765,1,1,27-03-2013,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,3,11,1,1.23E+12,draglin@veltech.edu.in,Dong,Raglin
5527,1987,Graduation,Together,61766,1,0,13-02-2013,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1.23E+12,hbuice@veltech.edu.in,Hubert,Buice
6374,1954,PhD,Married,61767,0,1,17-05-2013,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,3,11,0,1.23E+12,smiyamoto@veltech.edu.in,Sebastian,Miyamoto
7453,1954,Graduation,Single,61768,0,1,2/2/2013,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,3,11,1,1.23E+12,rchitty@veltech.edu.in,Ron,Chitty
8952,1953,Master,Married,61769,0,1,5/11/2012,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,3,11,0,1.23E+12,lmcgranahan@veltech.edu.in,Lorie,Mcgranahan
241,1952,Graduation,Together,61770,0,0,12/5/2013,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,1.23E+12,vcrofoot@veltech.edu.in,Victor,Crofoot
8975,1968,Graduation,Married,61771,1,1,26-01-2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,0,1.23E+12,icostigan@veltech.edu.in,Iris,Costigan
6119,1963,PhD,Single,61772,1,1,10/5/2013,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1.23E+12,mcroff@veltech.edu.in,Malorie,Croff
5236,1979,Graduation,Together,61773,0,1,25-08-2012,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,3,11,0,1.23E+12,ocreamer@veltech.edu.in,Oscar,Creamer
5723,1976,PhD,Together,61774,0,1,11/1/2014,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,3,11,0,1.23E+12,vsilva@veltech.edu.in,Veta,Silva
1710,1978,Graduation,Single,61775,1,0,7/3/2013,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,3,11,0,1.23E+12,mhanline@veltech.edu.in,Michaele,Hanline
1970,1968,Master,Together,61776,0,1,10/9/2012,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,3,11,0,1.23E+12,vclevenger@veltech.edu.in,Venita,Clevenger
5313,1971,Master,Married,61777,1,1,18-04-2014,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,3,11,0,1.23E+12,ddahmer@veltech.edu.in,Donnette,Dahmer
10634,1951,Master,Married,61778,0,0,19-04-2014,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,3,11,0,1.23E+12,lgayer@veltech.edu.in,Lori,Gayer
7010,1965,2n Cycle,Married,61779,0,0,7/4/2014,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,1.23E+12,gtijerina@veltech.edu.in,Genaro,Tijerina
8562,1969,Graduation,Together,61780,0,0,28-05-2013,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,3,11,0,1.23E+12,lrenteria@veltech.edu.in,Loraine,Renteria
3158,1973,Graduation,Married,61781,1,0,3/1/2013,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1.23E+12,hbartley@veltech.edu.in,Huey,Bartley
4436,1976,Graduation,Single,61782,0,0,20-02-2013,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,1.23E+12,tbrandenberger@veltech.edu.in,Todd,Brandenberger
5287,1973,Graduation,Married,61783,1,0,19-06-2014,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,3,11,0,1.23E+12,aormsby@veltech.edu.in,Arlene,Ormsby
2445,1974,PhD,Together,61784,1,0,7/7/2013,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,1.23E+12,ktwigg@veltech.edu.in,Kimbra,Twigg
6059,1953,PhD,Together,40000,1,2,4/3/2013,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,3,11,1,1.23E+12,egoolsby@veltech.edu.in,Evon,Goolsby
4550,1966,Master,Together,40001,0,1,24-06-2014,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,3,11,0,1.23E+12,kleedy@veltech.edu.in,Kent,Leedy
4240,1978,Graduation,Married,40002,1,0,3/11/2012,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,3,11,0,1.23E+12,jlineman@veltech.edu.in,Jacinda,Lineman
8911,1967,PhD,Married,40003,0,1,8/4/2013,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,1.23E+12,fponder@veltech.edu.in,Fran,Ponder
3706,1978,Graduation,Single,40004,1,0,21-08-2013,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,3,11,1,1.23E+12,tmccaslin@veltech.edu.in,Tanesha,Mccaslin
3628,1987,Basic,Single,40005,1,0,29-01-2013,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,3,11,0,1.23E+12,mvautour@veltech.edu.in,Misha,Vautour
10175,1958,PhD,Divorced,40006,0,1,1/8/2013,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,3,11,0,1.23E+12,cocampo@veltech.edu.in,Cristi,Ocampo
8985,1964,2n Cycle,Together,40007,0,1,4/11/2012,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,3,11,0,1.23E+12,thandley@veltech.edu.in,Thomas,Handley
5204,1971,Graduation,Together,40008,0,0,29-06-2013,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,1,1.23E+12,kblanck@veltech.edu.in,Kiara,Blanck
9220,1971,Graduation,Single,40009,0,0,17-01-2013,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1,1.23E+12,fkiley@veltech.edu.in,Fannie,Kiley
9888,1969,Graduation,Together,40010,0,0,25-06-2014,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,1.23E+12,cbyham@veltech.edu.in,Christel,Byham
5263,1977,2n Cycle,Married,40011,1,0,22-01-2013,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1.23E+12,kklann@veltech.edu.in,Kitty,Klann
1020,1973,Graduation,Married,40012,0,0,12/5/2014,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,1.23E+12,mburgett@veltech.edu.in,Merri,Burgett
9503,1980,Graduation,Single,40013,0,0,29-08-2012,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,3,11,0,1.23E+12,sfiorentino@veltech.edu.in,Shemeka,Fiorentino
10613,1958,PhD,Together,40014,1,1,26-02-2014,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,3,11,0,1.23E+12,dpress@veltech.edu.in,Domenic,Press
67,1972,Master,Single,40015,1,1,18-09-2013,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,1.23E+12,ealeshire@veltech.edu.in,Eliana,Aleshire
6019,1971,PhD,Married,40016,1,0,30-03-2014,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,3,11,1,1.23E+12,icapito@veltech.edu.in,Idell,Capito
5863,1953,Graduation,Married,40017,0,1,29-05-2013,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,3,11,0,1.23E+12,mbradham@veltech.edu.in,Magdalene,Bradham
3717,1959,Graduation,Married,40018,0,1,23-04-2014,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,3,11,0,1.23E+12,aelem@veltech.edu.in,Anabel,Elem
6730,1954,Graduation,Married,40019,1,1,3/11/2012,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0,1.23E+12,kkimes@veltech.edu.in,Katharina,Kimes
10749,1991,Graduation,Single,40020,0,0,18-09-2012,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,3,11,0,1.23E+12,lmastro@veltech.edu.in,Leandro,Mastro
4998,1962,Graduation,Together,40021,0,0,23-05-2014,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,1.23E+12,dpawlik@veltech.edu.in,Dagny,Pawlik
6287,1986,Graduation,Together,40022,1,0,30-07-2013,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1,1.23E+12,khaydon@veltech.edu.in,Kathy,Haydon
5985,1965,Master,Single,40023,0,1,13-10-2012,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,1.23E+12,tbrungardt@veltech.edu.in,Twanna,Brungardt
4754,1966,Master,Married,40024,0,1,25-09-2013,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0,1.23E+12,dfarrish@veltech.edu.in,Doloris,Farrish
4002,1960,PhD,Married,40025,0,1,13-10-2013,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0,1.23E+12,gcarnell@veltech.edu.in,Gregory,Carnell
8870,1984,Graduation,Together,40026,1,0,13-11-2012,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,1,1.23E+12,bsummerfield@veltech.edu.in,Belva,Summerfield
966,1966,Graduation,Married,40027,0,1,5/7/2013,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,3,11,0,1.23E+12,kbettcher@veltech.edu.in,Katherine,Bettcher
4767,1965,2n Cycle,Married,40028,0,0,7/4/2014,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,1.23E+12,mcostillo@veltech.edu.in,Mila,Costillo
9725,1966,PhD,Together,40029,1,1,5/6/2014,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,3,11,0,1.23E+12,mlink@veltech.edu.in,Micki,Link
4475,1949,PhD,Married,40030,0,0,16-02-2013,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0,1.23E+12,cbalog@veltech.edu.in,Charise,Balog
5740,1970,2n Cycle,Divorced,40031,1,1,14-02-2013,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1,1.23E+12,ocrinklaw@veltech.edu.in,Ophelia,Crinklaw
5731,1983,Master,Married,40032,1,0,5/4/2013,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1.23E+12,llybrand@veltech.edu.in,Larraine,Lybrand
7290,1985,Graduation,Single,40033,0,0,5/10/2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,1.23E+12,rreagle@veltech.edu.in,Rigoberto,Reagle
3846,1974,Graduation,Married,40034,0,1,29-08-2012,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0,1.23E+12,fhornberger@veltech.edu.in,Fredricka,Hornberger
8104,1951,PhD,Married,40035,0,0,9/8/2013,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,1.23E+12,cmccleery@veltech.edu.in,Chauncey,Mccleery
4507,1952,Graduation,Single,40036,0,0,27-11-2012,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,1.23E+12,cflewelling@veltech.edu.in,Cassandra,Flewelling
11013,1987,Graduation,Together,40037,0,0,31-03-2013,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,1.23E+12,esantistevan@veltech.edu.in,Edith,Santistevan
4491,1949,Master,Married,40038,1,1,1/10/2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,1.23E+12,mcamp@veltech.edu.in,Micheline,Camp
3759,1958,Graduation,Together,40039,0,2,25-07-2013,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,1.23E+12,acruickshank@veltech.edu.in,Angeline,Cruickshank
1162,1987,PhD,Single,40040,0,0,10/1/2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,1.23E+12,slewandowski@veltech.edu.in,Shawana,Lewandowski
2055,1973,PhD,Divorced,40041,1,1,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,1.23E+12,vpiermarini@veltech.edu.in,Vivian,Piermarini
10766,1964,PhD,Married,40042,0,1,11/4/2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,1.23E+12,estreight@veltech.edu.in,Earlene,Streight
4415,1961,Graduation,Married,40043,1,1,12/9/2012,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0,1.23E+12,jrio@veltech.edu.in,Jesica,Rio
3005,1992,Graduation,Single,40044,0,0,1/5/2014,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,1.23E+12,mraglin@veltech.edu.in,Mozella,Raglin
2223,1965,2n Cycle,Divorced,40045,0,1,3/8/2012,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,1.23E+12,cvoltz@veltech.edu.in,Cleopatra,Voltz
4817,1956,Graduation,Divorced,40046,0,0,4/8/2012,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1.23E+12,kamy@veltech.edu.in,Keri,Amy
2875,1978,Graduation,Married,40047,0,0,4/3/2014,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,1.23E+12,imoats@veltech.edu.in,Ivelisse,Moats
10536,1971,PhD,Together,40048,1,0,25-05-2014,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,1.23E+12,jhullinger@veltech.edu.in,Josefina,Hullinger
11112,1966,Graduation,Together,40049,0,1,3/12/2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,1.23E+12,mlasso@veltech.edu.in,Misha,Lasso
3807,1955,Graduation,Together,40050,0,1,30-11-2012,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,1.23E+12,jnorling@veltech.edu.in,Janise,Norling
9197,1953,Graduation,Married,40051,0,1,24-02-2014,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,1.23E+12,kzerby@veltech.edu.in,Kyung,Zerby
10832,1958,Graduation,Together,40052,0,0,18-07-2013,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,1.23E+12,ewhitcomb@veltech.edu.in,Erich,Whitcomb
6421,1961,Graduation,Together,40053,0,0,3/7/2013,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,1.23E+12,lvanduyn@veltech.edu.in,Leonel,Vanduyn
4207,1981,PhD,Married,40054,0,0,1/5/2013,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,1.23E+12,dguilbert@veltech.edu.in,Del,Guilbert
577,1976,2n Cycle,Together,40055,1,1,20-08-2013,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,1.23E+12,karmbruster@veltech.edu.in,Kathrine,Armbruster
10855,1968,Master,Single,40056,1,0,22-01-2014,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,1.23E+12,mhice@veltech.edu.in,Magnolia,Hice
3081,1978,PhD,Married,40057,1,0,22-04-2013,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1.23E+12,ksimpson@veltech.edu.in,Keena,Simpson
3535,1965,Graduation,Single,40058,0,0,17-03-2014,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,1.23E+12,adale@veltech.edu.in,Adaline,Dale
247,1971,Graduation,Married,40059,1,0,17-11-2012,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,1.23E+12,sgodfrey@veltech.edu.in,Sharell,Godfrey
8707,1956,Graduation,Married,40060,0,0,22-08-2012,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,1.23E+12,cconstable@veltech.edu.in,Charlette,Constable
9523,1982,Graduation,Together,40061,1,0,17-08-2013,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,1.23E+12,kkampf@veltech.edu.in,Katherin,Kampf
6072,1970,Master,Single,40062,0,0,2/2/2013,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,1.23E+12,khoran@veltech.edu.in,Kurt,Horan
6295,1977,Graduation,Married,40063,0,1,4/2/2013,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,1.23E+12,ccrochet@veltech.edu.in,Carlee,Crochet
10914,1970,Graduation,Single,40064,1,1,12/10/2013,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,1.23E+12,edundon@veltech.edu.in,Emogene,Dundon
1509,1958,PhD,Together,40065,0,0,4/1/2013,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,1.23E+12,chartgrove@veltech.edu.in,Cory,Hartgrove
5577,1983,Graduation,Together,40066,1,0,3/5/2014,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1.23E+12,agarraway@veltech.edu.in,Angie,Garraway
7348,1958,PhD,Single,40067,0,0,17-03-2014,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,1.23E+12,khooser@veltech.edu.in,Kelvin,Hooser
1127,1973,PhD,Married,40068,0,0,29-05-2014,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,1.23E+12,rheindel@veltech.edu.in,Rayna,Heindel
1833,1974,PhD,Single,40069,1,0,26-04-2014,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,1.23E+12,slebsock@veltech.edu.in,See,Lebsock
4944,1959,Graduation,Together,40070,0,0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,1.23E+12,cmilne@veltech.edu.in,Cristie,Milne
9080,1972,PhD,Single,40071,1,1,22-06-2013,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,1.23E+12,wrizzo@veltech.edu.in,Willetta,Rizzo
6466,1965,PhD,Married,40072,1,1,12/3/2014,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,1.23E+12,btietjen@veltech.edu.in,Buster,Tietjen
9964,1979,Graduation,Single,40073,0,1,7/8/2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,1.23E+12,mmendelsohn@veltech.edu.in,Melissia,Mendelsohn
4790,1958,Graduation,Divorced,40074,0,1,2/6/2014,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,1.23E+12,xravenscroft@veltech.edu.in,Xavier,Ravenscroft
10245,1986,2n Cycle,Single,40075,0,0,31-10-2012,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,1.23E+12,eellenwood@veltech.edu.in,Eda,Ellenwood
1109,1982,Master,Together,40076,1,0,23-04-2013,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1.23E+12,ckrawczyk@veltech.edu.in,Claris,Krawczyk
6001,1979,Graduation,Married,40077,0,1,2/1/2013,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,1.23E+12,mbeers@veltech.edu.in,Marx,Beers
5538,1975,Graduation,Divorced,40078,0,0,8/10/2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,1.23E+12,vvita@veltech.edu.in,Vincent,Vita
10552,1979,2n Cycle,Married,40079,0,1,20-05-2013,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,1.23E+12,mmeneses@veltech.edu.in,Marianela,Meneses
1545,1986,Graduation,Married,40080,1,0,2/8/2013,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,1.23E+12,aalls@veltech.edu.in,Archie,Alls
7409,1970,Graduation,Together,40081,1,0,26-10-2013,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,1.23E+12,lligon@veltech.edu.in,Lavada,Ligon
4444,1972,Graduation,Married,40082,1,0,24-03-2014,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,1.23E+12,wwilburn@veltech.edu.in,Wilber,Wilburn
146,1960,PhD,Single,40083,0,0,15-11-2013,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,1.23E+12,zzwilling@veltech.edu.in,Zoraida,Zwilling
6271,1952,PhD,Married,40084,0,1,19-06-2014,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,1.23E+12,ddunnington@veltech.edu.in,Della,Dunnington
10065,1970,2n Cycle,Married,40085,0,0,3/8/2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,1.23E+12,hhuddle@veltech.edu.in,Hana,Huddle
4741,1974,2n Cycle,Married,40086,1,0,30-01-2014,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0,1.23E+12,ttadlock@veltech.edu.in,Tiffiny,Tadlock
246,1965,Graduation,Married,40087,1,1,31-05-2014,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0,1.23E+12,kkimbrell@veltech.edu.in,Kacey,Kimbrell
375,1954,Graduation,Divorced,40088,0,0,25-02-2013,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,1.23E+12,ggall@veltech.edu.in,Gracia,Gall
1524,1983,2n Cycle,Single,40089,0,0,1/3/2013,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,1.23E+12,bborror@veltech.edu.in,Becki,Borror
10022,1973,PhD,Single,40090,1,1,9/2/2014,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,1.23E+12,lleeks@veltech.edu.in,Lisette,Leeks
7451,1960,Master,Single,40091,0,0,17-02-2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,1.23E+12,llokken@veltech.edu.in,Leisha,Lokken
11010,1984,PhD,Single,40092,1,0,30-08-2013,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,1.23E+12,ttabarez@veltech.edu.in,Tijuana,Tabarez
4356,1971,Graduation,Together,40093,0,1,28-08-2013,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,1.23E+12,ttheriot@veltech.edu.in,Tien,Theriot
